# timestamp,qname,qtype,rcode,src_ip
2026-06-24T14:27:16.245963,static.microsoft.com,A,NXDOMAIN,192.168.1.11
2026-06-24T14:27:21.894040,update.cloudflare.com,A,NOERROR,192.168.1.10
2026-06-24T14:27:30.640310,m.akamai.net,A,NOERROR,192.168.1.20
2026-06-24T14:27:33.753640,analytics.akamai.net,CNAME,NOERROR,192.168.1.10
2026-06-24T14:27:43.754611,analytics.office365.com,AAAA,NOERROR,10.0.0.5
2026-06-24T14:27:50.137574,update.gstatic.com,A,NOERROR,192.168.1.10
2026-06-24T14:28:13.295688,analytics.google.com,CNAME,NOERROR,10.0.0.5
2026-06-24T14:28:16.833790,login.office365.com,CNAME,NOERROR,10.0.0.5
2026-06-24T14:28:16.843361,fastly.net,AAAA,NOERROR,192.168.1.11
2026-06-24T14:28:19.229775,www.fastly.net,A,NOERROR,10.0.0.5
2026-06-24T14:28:28.531324,www.microsoft.com,AAAA,NOERROR,192.168.1.20
2026-06-24T14:28:30.029932,img.github.com,CNAME,NOERROR,192.168.1.20
2026-06-24T14:28:33.001021,login.google.com,A,NOERROR,192.168.1.11
2026-06-24T14:28:46.280549,static.gstatic.com,AAAA,NOERROR,10.0.0.5
2026-06-24T14:28:56.608922,login.google.com,CNAME,NOERROR,192.168.1.10
2026-06-24T14:29:04.861576,login.office365.com,CNAME,NOERROR,192.168.1.20
2026-06-24T14:29:15.628117,img.amazonaws.com,A,NOERROR,192.168.1.20
2026-06-24T14:29:47.035856,update.office365.com,A,NOERROR,192.168.1.10
2026-06-24T14:29:49.934785,api.amazonaws.com,A,NXDOMAIN,192.168.1.20
2026-06-24T14:29:58.555367,cdn.apple.com,A,NOERROR,192.168.1.11
2026-06-24T14:30:00,gcoz5biotcnafoowgj2glmpxgg2kh4qtdwz44tggdk4zk.tun0.evil-c2.net,NULL,NOERROR,192.168.1.42
2026-06-24T14:30:00.120000,tsq5q6v5tzcbudqc4auci43gptgylhoq5io4bayywvvbw.tun0.evil-c2.net,NULL,NOERROR,192.168.1.42
2026-06-24T14:30:00.240000,m6av2iit6tcpuube45ebrw6g23kphopmij7sjydbxg7zs.tun0.evil-c2.net,NULL,NOERROR,192.168.1.42
2026-06-24T14:30:00.360000,uych3t7ypfwl3nrlrzvvtwymgqse7z7prrsxybgmmgds2.tun0.evil-c2.net,TXT,NOERROR,192.168.1.42
2026-06-24T14:30:00.480000,c734uizvcquptlz5b555u44sxorv32sxghvslglpbltme.tun0.evil-c2.net,TXT,NOERROR,192.168.1.42
2026-06-24T14:30:00.600000,dmibzpjni6ow4vg5nnu63kn4ner2tuyx5r3zrx7yjd2xy.tun0.evil-c2.net,NULL,NOERROR,192.168.1.42
2026-06-24T14:30:00.720000,zijlpyutb6koq5eqqmtoqans6hcmahwwyyii5xt3qzbma.tun0.evil-c2.net,TXT,NOERROR,192.168.1.42
2026-06-24T14:30:00.840000,rmye22vq4a6dbwkbok5gikmihevwqygf7serk5bj5bdb6.tun0.evil-c2.net,TXT,NOERROR,192.168.1.42
2026-06-24T14:30:00.960000,b2bryehiygz5oq7b7iuijtpvp4qznbxkkt7z4dz7bkhtw.tun0.evil-c2.net,NULL,NOERROR,192.168.1.42
2026-06-24T14:30:01.080000,swqtz3hkbseg7ggi2u77rdgsy35xlryv5xav7xpsg4c4k.tun0.evil-c2.net,NULL,NOERROR,192.168.1.42
2026-06-24T14:30:01.200000,zxdowtha5h734wojvxrz76suoyxyshsoupypsfi7qa2g6.tun0.evil-c2.net,NULL,NOERROR,192.168.1.42
2026-06-24T14:30:01.320000,4hxzzzbtcq2h2p45f2slclu4mfo7tdkjsev777ezpgnia.tun0.evil-c2.net,TXT,NOERROR,192.168.1.42
2026-06-24T14:30:01.440000,z77rakd3uiyyxr6b3iqomi4yjc3ouvt35l6dzfqbr2f7g.tun0.evil-c2.net,NULL,NOERROR,192.168.1.42
2026-06-24T14:30:01.560000,sz3nkze3luwtens25rwpl76cx23wt775ayrq25ld67qle.tun0.evil-c2.net,TXT,NOERROR,192.168.1.42
2026-06-24T14:30:01.680000,o6h5p3ogxtlshtrnl5tkiaeq3zuorilymk2z4nhnp5lag.tun0.evil-c2.net,TXT,NOERROR,192.168.1.42
2026-06-24T14:30:01.800000,uz7oxnhj3otbehcdd32tntklrlr7qfttag73tn5khtdsc.tun0.evil-c2.net,TXT,NOERROR,192.168.1.42
2026-06-24T14:30:01.920000,ccwot2nkvmo63r5v22lrojmluvgmj4ardnzf6rbzo4twy.tun0.evil-c2.net,TXT,NOERROR,192.168.1.42
2026-06-24T14:30:02.040000,zznmeawpdgy2jfxpxq5pgoafh3wbmsvij5gqclofovyz2.tun0.evil-c2.net,TXT,NOERROR,192.168.1.42
2026-06-24T14:30:02.058353,img.amazonaws.com,A,NOERROR,192.168.1.10
2026-06-24T14:30:02.160000,t5s5p4fslupt5v3h2cgdvlx7pgyjl7qczismx2o5zlphm.tun0.evil-c2.net,TXT,NOERROR,192.168.1.42
2026-06-24T14:30:02.280000,me3gkdbxzqxlnfou7jlwuohs2g2lgsnf2rcmnf2igf6c2.tun0.evil-c2.net,TXT,NOERROR,192.168.1.42
2026-06-24T14:30:02.400000,waidfte2ibb6qg6qsntmzqi5tllgbjejuyjiy76y6op6s.tun0.evil-c2.net,TXT,NOERROR,192.168.1.42
2026-06-24T14:30:02.520000,nw75ts7dlalizxb7eobffhcwalbkaiseslgepwzilwrvo.tun0.evil-c2.net,TXT,NOERROR,192.168.1.42
2026-06-24T14:30:02.640000,o7vsjnwveh7p4bd26zjn3bf6g5xglatq7nxgue4zvkcr4.tun0.evil-c2.net,TXT,NOERROR,192.168.1.42
2026-06-24T14:30:02.760000,xnjvfievzd6tfalvku3gbwr6qr5mno43m5lhfpt4oh4js.tun0.evil-c2.net,TXT,NOERROR,192.168.1.42
2026-06-24T14:30:02.880000,oduvufsmkclqdzv353noyof43u5vy4udxsjctx3fgqesg.tun0.evil-c2.net,TXT,NOERROR,192.168.1.42
2026-06-24T14:30:03,h2kmhqpphtuxsnvavyjiakhha2uamehf46qabbfbnd456.tun0.evil-c2.net,TXT,NOERROR,192.168.1.42
2026-06-24T14:30:03.120000,lo4jothmjlvcazgdrscmz3rtngt4sm6knl44dl2tis7lg.tun0.evil-c2.net,NULL,NOERROR,192.168.1.42
2026-06-24T14:30:03.240000,zib4ams22suodltkubx7o2arnx4zvwp6x7zwyqgb5v372.tun0.evil-c2.net,TXT,NOERROR,192.168.1.42
2026-06-24T14:30:03.360000,e54to5cxvtxeyd5tooovdepc6dmizdqeocwsxtldyz6c6.tun0.evil-c2.net,TXT,NOERROR,192.168.1.42
2026-06-24T14:30:03.480000,bvhxnepkxefs6opht6dyaw75jwb6urwr336qhvyxxx3ts.tun0.evil-c2.net,TXT,NOERROR,192.168.1.42
2026-06-24T14:30:03.600000,zjexob77k7yj4tj45skqeomzb22wrrp2kofbmkiavcm3w.tun0.evil-c2.net,TXT,NOERROR,192.168.1.42
2026-06-24T14:30:03.720000,zh5ywyj24o4gcpmujmmtpomhxryi62utlxrzky3fa4t6c.tun0.evil-c2.net,NULL,NOERROR,192.168.1.42
2026-06-24T14:30:03.840000,ebkvphe5oeisoh7n43ldnbhouyssxz7sdwiuozgw4bmyi.tun0.evil-c2.net,TXT,NOERROR,192.168.1.42
2026-06-24T14:30:03.960000,btzbz7ybmwlltmeimptleo3xo3lhuahk5lelr3mqfja5k.tun0.evil-c2.net,TXT,NOERROR,192.168.1.42
2026-06-24T14:30:04.080000,cyny4px26lzhzbamxocv2n3xzcaf6gv5xno4noi572luy.tun0.evil-c2.net,TXT,NOERROR,192.168.1.42
2026-06-24T14:30:04.200000,r2yqgetg7ctoqfzqtfqlk6sec5n6lur52hlb5x3tud5mw.tun0.evil-c2.net,TXT,NOERROR,192.168.1.42
2026-06-24T14:30:04.320000,sx6arkjw74q5djx7lysmcwtnp7yzabhl6m3f27ay6ia5s.tun0.evil-c2.net,TXT,NOERROR,192.168.1.42
2026-06-24T14:30:04.440000,dcbnixkdu2aiqcvfudbzhclzhfiwoegojg5a5spi5lkhk.tun0.evil-c2.net,TXT,NOERROR,192.168.1.42
2026-06-24T14:30:04.560000,7qnasnamxdk6hsay5o74pvybtdvqc7p2ljsv4lug6p44u.tun0.evil-c2.net,TXT,NOERROR,192.168.1.42
2026-06-24T14:30:04.680000,evz4oz2aqbw2g6mgohtvcg4a3zpkixx5dmfh4iarqjqnc.tun0.evil-c2.net,TXT,NOERROR,192.168.1.42
2026-06-24T14:30:04.800000,4dtdv5qnijxgjvd7iyhx54sct7biyss2ckfnswaqe2o2c.tun0.evil-c2.net,TXT,NOERROR,192.168.1.42
2026-06-24T14:30:04.920000,24jehcmwcmiqceiermxsr4bbdmoun5dnpceoeminobbbu.tun0.evil-c2.net,TXT,NOERROR,192.168.1.42
2026-06-24T14:30:05.040000,3kuouuzitujod3e2u7wazkv3yt2erpx44x7ct56vgo4fy.tun0.evil-c2.net,TXT,NOERROR,192.168.1.42
2026-06-24T14:30:05.160000,cmlea5lo7yukqoawmjg6jl73j4vuvk4mjs6m3an333cbi.tun0.evil-c2.net,TXT,NOERROR,192.168.1.42
2026-06-24T14:30:05.280000,jr5cqzpkkunatdkdv7q23k3riaiyogpcz5ooj7nrxeluy.tun0.evil-c2.net,TXT,NOERROR,192.168.1.42
2026-06-24T14:30:05.400000,dg3cfujqmfrqkbs4wb2u7ezprcs2y64ac44yqaci2bopa.tun0.evil-c2.net,TXT,NOERROR,192.168.1.42
2026-06-24T14:30:05.520000,nx5ws44qfd3iwwvk3vcl6irwjcrgkla25uoxgk4m5ywhe.tun0.evil-c2.net,TXT,NOERROR,192.168.1.42
2026-06-24T14:30:05.640000,ekztgw5ktks6umtvwn5lpjiu5y5lp4skxvkobi6yk5xhu.tun0.evil-c2.net,TXT,NOERROR,192.168.1.42
2026-06-24T14:30:05.760000,i4nm7gzclkabeghs5eqih4fd5bqgezydgnhb77cefaddo.tun0.evil-c2.net,TXT,NOERROR,192.168.1.42
2026-06-24T14:30:05.880000,5l2tqbf56y3o6dayf5kwp6h4rvqt55vkeea2il6fy2r2w.tun0.evil-c2.net,TXT,NOERROR,192.168.1.42
2026-06-24T14:30:06,y4lyrnmdcesiri4bq6kcaiifyyit5iswraz7rxg3ekw2i.tun0.evil-c2.net,NULL,NOERROR,192.168.1.42
2026-06-24T14:30:06.120000,rxy7xrdko2krqd476j5nzbgm2hosxmhuof53roga3di2k.tun0.evil-c2.net,NULL,NOERROR,192.168.1.42
2026-06-24T14:30:06.240000,x7midkvxt4siqmhkunythawalwopqawwhr4zihapuyxno.tun0.evil-c2.net,TXT,NOERROR,192.168.1.42
2026-06-24T14:30:06.360000,e6biwsiwvdbdwra3bbrbbzyle4kgjznm5bus3f3of7iuw.tun0.evil-c2.net,TXT,NOERROR,192.168.1.42
2026-06-24T14:30:06.480000,6rhqq2idkzegncgulwapmpilpk2pqge42hlx333yed7hs.tun0.evil-c2.net,NULL,NOERROR,192.168.1.42
2026-06-24T14:30:06.600000,wixs3r5dyawjtolxe4hgeluiax63dl6g3mlbkxn7y6mky.tun0.evil-c2.net,TXT,NOERROR,192.168.1.42
2026-06-24T14:30:06.720000,v2rupfuxt2gcd2vstd45th24lm3r6s6xgqwb4btqsx4dw.tun0.evil-c2.net,NULL,NOERROR,192.168.1.42
2026-06-24T14:30:06.840000,4mctpqi3ytxcwziswffctco2zf5snuftm4rq4rmffmjxm.tun0.evil-c2.net,NULL,NOERROR,192.168.1.42
2026-06-24T14:30:06.960000,teskjmnmz3mqviwmbbphkvrgs44izvj7cplbnpcpdbt3w.tun0.evil-c2.net,TXT,NOERROR,192.168.1.42
2026-06-24T14:30:07.080000,ceznnb2rjl2dihoq4ta3agituxzuknkz53ixwfe4hwaby.tun0.evil-c2.net,TXT,NOERROR,192.168.1.42
2026-06-24T14:30:07.200000,fweh2qxuo4k4z2nozdywjpdaxalv245iwmfie4ywyzqx6.tun0.evil-c2.net,TXT,NOERROR,192.168.1.42
2026-06-24T14:30:07.320000,ox6eipku6v3whz7frw6345qgey6dtfboywsh2sjzob7hk.tun0.evil-c2.net,TXT,NOERROR,192.168.1.42
2026-06-24T14:30:07.440000,p6breg3jbdsoasihjpky7qmvhubtr4bznvdfyk4e54arm.tun0.evil-c2.net,NULL,NOERROR,192.168.1.42
2026-06-24T14:30:07.560000,itpfeegqfdgihvadrvtxzz5th5wtoyarhnvnadte7bm3a.tun0.evil-c2.net,TXT,NOERROR,192.168.1.42
2026-06-24T14:30:07.680000,vujoysl2uu5gvdnvhoefbp22rq5ej62d2l7rsr4siw6kg.tun0.evil-c2.net,TXT,NOERROR,192.168.1.42
